Business Name,Business ID,Review ID,Review Text,Review Rating,Review Time
Rocks,_n3lmDBWMrqU8ZfYHZgUbw,wXeuJW7Vf2KG4L9BSLt1xg,"Parking was not a problem and neither was located the brightened up sign labeled ""ROCKS"".

Walking in to a welcoming environment I took a seat by the bar....",5,2016-03-06 14:55:00
Build A Burger Pub,-GLhghpIQ8itsL6FYLoDbw,nLcU7ipErrfBJ48x2NwyyQ,Local dive bar with OUTSTANDING burgers! Burgers are so big they are hard to wrap your mouth around them. My 10 yr old daughter could not stop saying that...,5,2020-03-02 12:36:43
Build A Burger Pub,-GLhghpIQ8itsL6FYLoDbw,wzQvKzJ8Gq13R-7QDwIPRQ,"I was nervous at first  but the bartender was the nicest man I ever met little slow On service but it was all good 
just agreed dive bar  and not a bad...",4,2019-11-22 10:39:01
Build A Burger Pub,-GLhghpIQ8itsL6FYLoDbw,JiZ2edLC3B7rV2s8Ff0Iew,"This place is the definition of dive bar, so don't expect any frills upon entering.  However!  The regulars and man behind the bar couldn't be nicer, and I...",5,2020-02-06 07:23:05
Wellington's,UddIOPOCt3of2Fsb0_pzcQ,zL84edI6MnOz467KOKSvBg,"Top notch food and service!  

Unique twist on everyday items and great drinks!  Miles was our waiter and made sure we never had an empty glass and was...",5,2020-03-04 14:29:11
Wellington's,UddIOPOCt3of2Fsb0_pzcQ,6Lz5ZVSqbWvb0Sd7f-zChg,My girlfriend made reservations for myself and two of our friends for dessert for my birthday. We came down to the bar earlier in the night to grab dinner...,1,2020-02-08 06:05:06
Wellington's,UddIOPOCt3of2Fsb0_pzcQ,d5wdUjnZva_t4DNzbkoQ0A,"For a hotel restaurant, this is very good for breakfast. The egg white scramble was really good and their home fries are really cubes fried potatoes, but...",4,2019-08-11 10:22:08
Loch & Quay,hX6glM3Dw-HbjHu6wDfVEw,46lRoCyrsMKkK0ljh5z0bA,"What a hidden gem!  Great view, outside seating, historical building, tons of character, casual/low key, and the owner has worked in the industry locally...",5,2020-03-02 10:28:43
Loch & Quay,hX6glM3Dw-HbjHu6wDfVEw,iwttVdE4D32_P0YlKcnAQQ,"Stumbled upon this bar during my lunch break. Got a ""pilgrim"" sandwich special - stuffing, turkey, and cheese with a side of cranberry sauce. Really hits...",4,2019-11-19 21:17:53
Loch & Quay,hX6glM3Dw-HbjHu6wDfVEw,ubhjUUOoj2DIa_-hwAFp8w,Have been coming here for a year or so for an after work drink or gathering. Nice craft beer selection. Very limited food menu.  But the straw that breaks...,1,2020-02-12 15:00:06
Da Joint Hookah Lounge,tfozLpS3H6Tm33Se6rbnMg,czQtZG0toChoAYMQt3WLIQ,Small but very nice lounge. Owner is very helpful and friendly. Definitely a go to spot if you enjoy good hookah in Albany!,5,2018-08-18 10:51:38
Da Joint Hookah Lounge,tfozLpS3H6Tm33Se6rbnMg,FjcrwXvZJGBs44E6Wn-Wew,Ghettoooo. How is this place legal? Other than that I went to the bathroom and there was no TP. Looked in the sink cabinet and found the packaging for the...,1,2019-02-23 21:14:58
Da Joint Hookah Lounge,tfozLpS3H6Tm33Se6rbnMg,fyjiWq766UomiP9yzQhT2Q,Service sucks...they only have like 6 people on a busy day. I'm lost as to why it's so bad.,1,2018-01-27 22:01:15
JT Maxies Bar & Grill,tM93MtxYMCvcXQ764vspmg,lTCviGuNBUGQ8WiCtp2Vnw,JT Maxies is a great dive bar in an area of chain restaurants. They have solid bar food and some higher class choices. Staff is always friendly and...,5,2020-01-22 18:20:32
JT Maxies Bar & Grill,tM93MtxYMCvcXQ764vspmg,AOpU1aLu3yyyJSiJ_pSUUQ,"Maxies is a Colonie Bar where 75% of the patrons are Colonie High grads, from newly 21 year olds to seniors, there is a mix of everyone.

The place is...",3,2019-07-30 11:49:46
JT Maxies Bar & Grill,tM93MtxYMCvcXQ764vspmg,sNrImkiqsRUBqRE26Av24A,"First time, looks a bit worn but inviting. My coworkers and I sat outside for dinner. 
Our waitress was very friendly and attentive.

We ordered appetizers-...",3,2019-05-25 14:41:17
The Berlin,U1-AX-8OrPa0IigqCH5XXA,JYGVkKUm4iviImvhZ97UKA,"Amazing service tonight from Abby, Jack, & Scott!! Sore friendly, personable and friendly!! I will defiantly be back fore great service and cocktails!!",5,2020-02-23 02:43:18
The Berlin,U1-AX-8OrPa0IigqCH5XXA,G_GDaXMtTKSpVWvxjO6erw,"First time here and we'll be coming back. Cocktails are excellent--don't bother with gimmicky menu items, this place deserves honoring the classics, and the...",5,2020-02-07 16:18:04
The Berlin,U1-AX-8OrPa0IigqCH5XXA,WHBpkWTZfzsIDwUGYYJu0Q,"Wow.  I had such high hopes for this place, and was met with pure disappointment.  First of all we showed up early at Bier Garten for a drink and asked if...",1,2019-01-12 19:40:15
Lynn's Uptown Sports Tavern,1gY-ZqgqMinh0ZkDXusZXg,YUo4iz0eZHYnD_X1whfCJA,"My New best kept secret ,Staff always great, and accommodating, even the owner Lynn is surprisingly exceptional , food always great!! And Heather B the...",5,2019-10-23 16:32:16
Lynn's Uptown Sports Tavern,1gY-ZqgqMinh0ZkDXusZXg,ebjLf-IcehCk7sIeXhqrig,"Things have vastly improved at Lynn's since my last visit years ago. First - waking in, it is clear this neighborhood sports bar got a face lift. Dark but...",4,2019-02-02 12:18:22
Lynn's Uptown Sports Tavern,1gY-ZqgqMinh0ZkDXusZXg,eJ000hzGltLRQ1z1t0rqyw,"A recent visit to Lynn's as part of a West Albany wing tour reignited​ my appreciation and love for my local watering hole. 

Ok, it's my neighborhood bar,...",5,2019-02-03 06:20:15
Illusive Restaurant & Bar,C09TseQ2ehB8b2IURcX6Ng,DPHyWt83n6a3nAjXT03kQA,Drive by this place a thousand and one times before trying it. I incorrectly assumed it wouldn't be anything special. When i walked in I noticed right away...,5,2019-12-14 08:45:17
Illusive Restaurant & Bar,C09TseQ2ehB8b2IURcX6Ng,eG0_e2B0qqesIS1LnG4IcQ,"We found this place on yelp, and let me tell you something, HANDS DOWN the best chicken wings I've ever had! The flavor of the pineapple habanero is...",5,2019-10-04 15:28:28
Illusive Restaurant & Bar,C09TseQ2ehB8b2IURcX6Ng,wYeWKgHB_gFL480wrLXRPg,Stopped in for lunch today and was not disappointed. Very friendly and attentive service. Creamy buffalo chicken dip was a hit. Salads are gigantic and the...,5,2020-02-01 09:39:20
The Daisy,Ktl1BjeO_kYARGBZIzO6Eg,J5OhTEZgBokswi9LRW2dnQ,I've been following this restaurant on instagram for awhile and decided to try it for the first time 2 weeks ago. Went with a friend and got there about...,5,2020-02-29 14:40:36
The Daisy,Ktl1BjeO_kYARGBZIzO6Eg,eDdsRyE5HnzFXloxkV_D8w,"My husband decided  he wanted to take me to one of new restaurants in Troy and ""The Daisy"" is where we ended  up as a result of the pics that other yelpers...",5,2020-02-01 18:58:08
The Daisy,Ktl1BjeO_kYARGBZIzO6Eg,_-QH6J3clsxvHmMz2WQZuw,"First impressions can be wrong and The Daisy showed this to me.

I heard great things about The Daisy. It was hip offshoot of the nearby Caskade, focused on...",5,2020-01-29 18:37:38
Thatcher St Pub,uEYMoitvHrTmzmb_fgweaA,awuU-Xcxf6rZgXaif318VQ,"lmao, if theres a bar in albany thats in the middle of fucking nowhere, then this is the place. i came here with a few of my dirtbag friends who are usually...",5,2019-03-06 08:31:35
Thatcher St Pub,uEYMoitvHrTmzmb_fgweaA,TUwgWHJYMkAmUOPGQbKP9A,"This bar is really something special. Located in the really old industrial section of Albany and away from the mainstream Albany bar scenes, the Thatcher...",4,2008-12-31 00:09:43
Thatcher St Pub,uEYMoitvHrTmzmb_fgweaA,eCt7u6uHXsDe-1ID8ILwbg,Ive been coming here for over 20 years. My father worked in the warehouse district and they would have all their xmas parties there. Its always been a place...,1,2016-10-23 23:39:13
LAX On Lark,Fn0-8Q6tuv6ZhPwL6SZlbA,SmBnAwlOvBPBn_JWPN_Dhg,Service was a little slow  when we first got there. We had to go to the bar and inform the bartender that we would be ordering food.  We were the only ones...,4,2020-01-02 08:31:22
LAX On Lark,Fn0-8Q6tuv6ZhPwL6SZlbA,9TSUcBC-rUA-EpyTY-pHFA,"I've been coming to LAX on Lark for a while.  I've sat at the bar, ordered food to go, delivered and enjoyed karaoke.  This is a really nice establishment...",4,2019-12-14 16:05:09
LAX On Lark,Fn0-8Q6tuv6ZhPwL6SZlbA,aKWGdwxX7uhKS5Lni4XWlA,Service 5 stars. Excellent bar service (Olivia?) etc.... Walked to use the restroom and felt pain on my arm walking thru the door. Noticed my arm with 3...,3,2020-01-02 19:21:29
No-Ware Pint & Plate,FVt5NCtVE4o7Y8ZqDJ7OMw,Y_aNWmY3WVzhynEX9jeYWA,"This place used to be called Vintage and recently changed ownership. The inside is exactly the same.  It is a large restaurant , on the darker side, with a...",4,2019-12-03 02:53:22
No-Ware Pint & Plate,FVt5NCtVE4o7Y8ZqDJ7OMw,IWJUJlZA9uE8p0YtRY_Znw,Love the industrial space here.  Cool inside to outside bar area.  The chicken sandwich is awesome.  A full service bar with large selection of microbrews....,4,2019-09-10 04:56:38
No-Ware Pint & Plate,FVt5NCtVE4o7Y8ZqDJ7OMw,D5_hFg6JDfWiKVsQMXomjQ,Came with friend. The string lights are sooooo cute. They have great drinks and appetizers.,5,2020-01-15 16:59:42
Philly Bar & Lounge,gB4vpRo21JewareYUFMQcA,2dnrWwaj2VOcqUY-zCqfaw,"I want to start out by saying that I've been coming to this establishment before it's large expansions, and it is a whole different beast now than it was...",5,2020-04-01 12:18:07
Philly Bar & Lounge,gB4vpRo21JewareYUFMQcA,lEAOJzDkKUqRhim6OMqjKQ,"With my wife having a craving for some pizza, and both of us agreeing that we didn't want to drive very far from home, she asked if the Philly Bar served...",4,2019-11-20 17:37:56
Philly Bar & Lounge,gB4vpRo21JewareYUFMQcA,WP5ZzEQLe3cf7SKByJPhBQ,The food and service are always amazing! They Brew their own beers along with a great beer selection. This place has something for Everybody!  Can't wait...,5,2020-03-13 11:26:59
Public House 42,WkuC-NZEthQbm1YOQHfngA,IAsMMf3-MTAY4oXqcIjXOQ,I ordered the pierogies and they were very good. The sauerkraut was unique and the bacon was rich. Loved the sour cream. The only reason I'm giving a 4 star...,4,2020-02-13 09:50:20
Public House 42,WkuC-NZEthQbm1YOQHfngA,Tz5eY7uMj2wbCzJy9gRRnQ,Decent pub food in a swanky location. It's a good place to grab a beer or some hearty Irish food!,4,2019-07-09 08:49:25
Public House 42,WkuC-NZEthQbm1YOQHfngA,iNwaRUvXMXMEQ6VOy5F-QA,"This is quickly becoming one of my go to spots when I am in Albany.... food is wonderful as is the service.

Last time I was here I took advantage of the...",5,2019-03-12 13:00:54
Ama Cocina,A_CVNy2gjuQcSmzxjWwx-w,8cr4S79ROmtg5ebw5YiTwQ,"Great Mexican inspired dishes with a modern twist. 

A small group of us stopped in for a late lunch, it was about half full and we were seated right away....",4,2020-03-02 04:52:11
Ama Cocina,A_CVNy2gjuQcSmzxjWwx-w,bXSJSsyoxa5Sb4nb_eyn0g,"We stop here often as we pass through Albany and it's always a good spot. You can park right on the main street there, never had to wait, and the food's...",4,2020-01-04 07:37:36
Ama Cocina,A_CVNy2gjuQcSmzxjWwx-w,PJxD-tlCn2hU_kfxHv9TdQ,My partner and I went here last week and our consensus was that we could live with or without this place - and probably wouldn't go out of our way to come...,3,2019-12-16 09:44:56
Clinton Street Pub,NWyN6vvsZqaTojwAwmSO8Q,ZaexCnB9dSmNZtZSaFhEBQ,"We stopped in for a drink on our last visit to Schenectady.  Prices are really reasonable and the bartender was nice.

They have a pool table, a nylon dart...",3,2019-05-02 19:59:52
Clinton Street Pub,NWyN6vvsZqaTojwAwmSO8Q,9o0nghukDV7yiuqsLBLipQ,"This is a great little neighborhood pub in downtown Schenectady. It is situated near Proctors, Bowtie Cinemas and other local restaurants. I came here on a...",5,2019-07-29 20:46:04
Clinton Street Pub,NWyN6vvsZqaTojwAwmSO8Q,3vFZzcEdBMsO912paT3DlQ,"I've been to my share of dive bars across the country, and rarely are they as welcoming as Clinton Street Pub. In fact, I think giving the Clinton Street...",4,2018-03-22 09:48:00
Lark Tavern,Sgf22qqDxFbb7ImYOtRLbw,bTfHAKDFCuRNVIPFNi6qCA,"Came here randomly on a Tuesday because we saw a sign for bingo aka singo--bingo game with songs instead of numbers. We had a really great time, the staff...",5,2020-01-07 19:21:34
Lark Tavern,Sgf22qqDxFbb7ImYOtRLbw,P8uBMoQJYYQ9W5YJykbCoA,"SOMETIMES THE BEST BURGERS ARE TO BE FOUND NOT AT A BURGER JOINT...

I only say this, as I've had some of the best burgers at Bar and Grills, or as they are...",4,2018-05-23 16:03:38
Lark Tavern,Sgf22qqDxFbb7ImYOtRLbw,y-SvowTOPJfIePpFI-5lYg,Like going somewhere and getting ignored for 10 minutes despite there being literally 8 people in the tavern? How about one of the employees standing around...,1,2019-06-09 14:28:48
O'Slattery's Irish Restaurant & Pub,_dKAYFazpgWW4wYONg_uDQ,FfxM4-mFJ74R-Cytu7MGuQ,"O'Slattery's is a bar with an outside patio. There was a band playing when we came on a Friday night, and the place was very busy! 

Menu was typical pub...",5,2018-07-28 13:48:30
O'Slattery's Irish Restaurant & Pub,_dKAYFazpgWW4wYONg_uDQ,HeLRMmAPjmfRWINvhJmzbw,"How do you screw up a hamburger? By not cooking it. Hamburger was not warm or cooked all the way through- when it was returned , owner /cook reluctantly...",1,2019-12-07 22:31:57
O'Slattery's Irish Restaurant & Pub,_dKAYFazpgWW4wYONg_uDQ,vaSdwc6P_23RzS_KN0uCDA,Was there the other night after doing some early voting. It was an overall good experience.  I ordered a Kilkenny's and my other half ordered a Brigit's...,3,2019-10-31 03:46:56
The Ruck,LfRklQ3IsqXEnUjU5EtwRQ,RoZXS3Ez8oAdcJAVx8asTw,"This was our first visit back to The Ruck since the remodel. WOW. 
   What a job was done to enhance but not remove the soul of The Ruck. The new kitchen is...",5,2020-01-03 08:02:55
The Ruck,LfRklQ3IsqXEnUjU5EtwRQ,WqM9JWYxTIa0VoD1kd2xOQ,"First time back in many, many years.  It's still The Ruck, but so much better!  The food was great and the menu covers all tastes from Millennial, Vegan,...",5,2019-12-30 15:28:33
The Ruck,LfRklQ3IsqXEnUjU5EtwRQ,AvtQ2RrBLA5MkPvtWUqWzA,"Update to the below: Dave the owner contacted me, apologized and made everything right. That kind of care from a business is priceless. I'm a fan when...",4,2019-12-07 13:36:45
Peck's Arcade,u5DEX6EFSxwkKzOtxVYHWw,58BgtGFECQZzTaJ4TqnsMw,"We finally made it to Peck's and we were not disappointed! We celebrated our 30th birthdays at Peck's and went a little overboard with ordering, but we...",5,2019-11-08 07:31:24
Peck's Arcade,u5DEX6EFSxwkKzOtxVYHWw,T7bqBhCf1padqM7rMhhWcQ,"I've been back a few times for date night, and sat upstairs at the table in the corner of the bar, since we usually don't have the foresight to make a...",4,2019-12-14 16:32:29
Peck's Arcade,u5DEX6EFSxwkKzOtxVYHWw,MXwKosTb9S3tq2IEPEteFA,"Finally, finally, finally!

A visit to Peck's Arcade was a long time coming. I am not sure exactly why it took me so long to visit what many consider to be...",5,2019-05-31 05:15:01
Elbo Room,GUCWy-yNde5nN26tmNEkbw,IvzpRknZ1FA-m4834VgYjA,"My favorite wings in Albany.  We've celebrated several consecutive Super Bowls with Elbo Room's wings, and I cannot imagine watching the big game with...",4,2015-11-06 09:41:36
Elbo Room,GUCWy-yNde5nN26tmNEkbw,AMMUNcU_6dluZi4Esj56dw,Service isn't good at all it takes them a very long time to do everything honestly I went there a couple days ago I called in an order for food I got there...,2,2019-07-28 21:42:36
Elbo Room,GUCWy-yNde5nN26tmNEkbw,ElQlOazg3InffVv62udVgg,"Really delicious! We had so many appetizers (wings, nachos, jalapeno poppers, mozzarella sticks) and burgers. Everything was amazing! The food is...",5,2019-03-08 18:04:03
Rare Form Brewing Company,12BsgNABCh8Bkpri36Jepg,AqX7wzZRHAy70_fvR1nSHw,"""Love in the Time of Corona""

If I had to survive Coronavirus quarantine without some of my favorite local beer, I'm not sure I'd make it. Thankfully, the...",5,2020-03-29 12:56:32
Rare Form Brewing Company,12BsgNABCh8Bkpri36Jepg,6QZ2RvxbDpFoh78Errm0-w,"Downtown Troy has become a fantastic place to walk around and get good drinks, good food, and have a great time. In just a few blocks span, you have...",4,2019-11-01 07:35:30
Rare Form Brewing Company,12BsgNABCh8Bkpri36Jepg,0fgWDe-uWcR9PQOsrEoLIw,A home run at the first establishment we tried in  Troy. Amazing craft beer 3 blocks from our air bnb. I'm not a big beer drinker but I know I like brown...,5,2019-06-14 16:46:52
Bourbon Street Bar & Grill,BZrJiIVdaEJv4h5fZQa5Wg,Lw2d7tzYudifUMSr6-_OhA,We love this restaurant. My family and I ordered takeout during the Quarantine and it was outstanding. Family owned and operated. Pizza and wings are some...,5,2020-03-26 18:59:12
Bourbon Street Bar & Grill,BZrJiIVdaEJv4h5fZQa5Wg,LJd9Pk6hnqXEB3pLQh3k_A,"I just realized today that I never reviewed Bb! I love this place. I've been going here for a few years now and I've made a lot of friends along the way,...",5,2020-02-27 17:54:11
Bourbon Street Bar & Grill,BZrJiIVdaEJv4h5fZQa5Wg,u7TMX71Mn7ibUSirTpxMPA,The food was okay.  The drinks were good and reasonably priced.  We had a little issue because we ordered a cheeseburger but then was charged extra for...,3,2019-10-29 08:39:17
Footsy Magoo's,R5tjtiq1YeSAS4MZmjNnWw,IltuKLvvlBtFPDDZiPm8Sw,"My favorite bar to go to after pre-gaming at Slidin' Dirty. The drinks they have in rotation are in season, tasty, and often strong, and the bar service is...",5,2018-12-27 04:25:32
Footsy Magoo's,R5tjtiq1YeSAS4MZmjNnWw,OOV8WC6wM6gV7JiY6JBx3Q,"Revised down to one because I realised yelp says it's closed today, and the owner/manager has not claimed the business. 

Two stars instead of one because...",1,2019-03-17 16:20:55
Footsy Magoo's,R5tjtiq1YeSAS4MZmjNnWw,K7R90DgQ1i1K6M9uOD5b9A,"Footsy's is quite chill, an old bank with high ceilings and games stashed in the various vaults and back rooms. There's a separate room with privacy in the...",4,2019-02-01 12:34:44
Junior's,VkfoQIhxmwTQSPPONc3EEw,IngI6SMGfZIrwkS5gzlmyQ,"Solid eatery for catchingg games- great HH, and all their chicken sandwiches are to DIE for. Particularly love the California chicken one! BBQ chicken salad...",4,2020-01-21 19:48:24
Junior's,VkfoQIhxmwTQSPPONc3EEw,EK6a-sOOvU4mu_BxUoBHpw,"Where do I start - the food is amazing, and customer service is ABOVE AND BEYOND. We ordered online through GrubHub, and the assigned delivery driver was...",5,2019-11-20 10:00:08
Junior's,VkfoQIhxmwTQSPPONc3EEw,sURlrtAxyoJDo2uJEN5dMw,"My first visit to juniors was pretty good. Inside is clean, attractive, TVs everywhere playing an array of sports, and a couple playing food network, which...",4,2019-09-18 16:30:40
Molly O'Bryans,OroHEhC37lETY-nzYV7U1w,onTlo5elAeFPyTqoR7C9gw,"On Saturday, 11/2, I went out with two friends to Molly O'Bryans in Albany, to see a band called the Accents.  There was a bartender there that seemed to...",1,2019-11-12 09:11:45
Molly O'Bryans,OroHEhC37lETY-nzYV7U1w,t-78xQlHevIdhFkaezd2NQ,"Typical redneck dive bar posing as an Irish pub. ""Bouncers"" at the bar totally allowed rando to pose as a bouncer at the front of the bar because he was...",1,2020-02-23 17:32:25
Molly O'Bryans,OroHEhC37lETY-nzYV7U1w,eqynQtxtDW0tnPnXsF5QIw,This place is awful. I wouldn't even give it one star. The security popped my friend's balloon on his birthday on purpose. It was absolutely ridiculous. One...,1,2020-02-23 17:04:44
June Farms,gFd-Kb6kTShHBdG7rUZWbw,mQAUoaMtrB3cij65gj2w9A,"I am giving june farms five stars for the setting  and getting some of the areas best restaurants to do pop up nights at the farm. 

The one down fall to...",5,2019-09-24 16:54:35
June Farms,gFd-Kb6kTShHBdG7rUZWbw,J5kyo88NEidqtOAPvYPefw,Take a trip here! It's off the beaten path but don't let that deter you from coming to this little piece of heaven. I love what they have added to this spot...,3,2020-01-10 07:49:40
June Farms,gFd-Kb6kTShHBdG7rUZWbw,NUfl5PnsMGQ3FAyt-VmReQ,"Welcome​ to June ""give us all your money"" Farms.

$10 per car to park. I read some blurb on their website about how expensive it is to run a farm, and the...",1,2019-08-29 18:09:34
The Low Beat,9ygERwL1vBE0q1TGkp60yQ,MqmFF8CX4HqRgrf3423RiA,"Ahhhhh thank you Matt for letting me post a note on the wall! I have always wanted to do this for the longest time.

This bar is dive-y and it's like to...",5,2019-11-22 16:15:58
The Low Beat,9ygERwL1vBE0q1TGkp60yQ,zBPdstfEJBovgzHvbQfSUg,"A veritable dive bar with a chill crowd and a gritty, grimy vibe in the best possible way, The Low Beat hosts a variety of punky, mathrock type musicians...",5,2017-10-16 11:19:57
The Low Beat,9ygERwL1vBE0q1TGkp60yQ,yhOE7XRW4bmPVNxI69S-rw,"Brunch at a music bar?

This is 'Low Beat' we are discribing! Let me tell you my experience: It was a freezing December night, got there late - people...",3,2018-10-29 21:50:34
Dawn's Victory Sports Cafe,G1AQ9EXdEZ0JnDN1mFqlpQ,fwEqAOmg50o0BLGv9jV3Dg,"I would give 4.5 stars if it weren't for the bartender Lauren. I'll start with the good. The place is spacious and clean, no matter your diet they have an...",2,2019-10-11 14:20:57
Dawn's Victory Sports Cafe,G1AQ9EXdEZ0JnDN1mFqlpQ,F2eBRmoCnMOJ2V8aMb1YRg,After a long flight and a hot day this place was right right across the street from our hotel & turned out to be just what we were looking for.  The...,4,2019-07-30 12:40:09
Dawn's Victory Sports Cafe,G1AQ9EXdEZ0JnDN1mFqlpQ,xpMr-0A_9SHJ1X-LJkclRQ,"Good sports bar in the downtown. Friendly staff, great cocktails and good collection of beers. Liked their black bean burger.  Cool place to hang out and...",4,2019-01-15 01:47:15
Nico's Rooftop Tavern,IpawlwU8stFZYyp9Sd4mlQ,kEqtBVwhYtX0MNjfWdvniQ,"Very cool place, one of my favorite spots downtown.  The tavern is nice, bar is big, and the rooftop area is awesome.  Kind of wish the rooftop area was...",4,2015-05-31 09:34:14
Nico's Rooftop Tavern,IpawlwU8stFZYyp9Sd4mlQ,4mBKmt59WhPEqofwWqYg8g,"First of all, it is necessary to make a distinction between Nico's Pizzeria and Nico's Rooftop Tavern.  They both share the same address and phone number,...",2,2017-07-21 21:50:13
Nico's Rooftop Tavern,IpawlwU8stFZYyp9Sd4mlQ,b5gtkWcaqzm6zkKOL-wK1A,"Ordered two calzones yesterday.  It took almost 90 min to arrive, we opened the box to cold, greasy flavorless calzones. Overall a disappointing waste of 30...",1,2019-10-06 09:50:07
Plumb Oyster Bar,tNPJlwEguUCeHzB90iA-4A,uyPnDo7f7o40-r_u4XJFIA,"So I came back again as I said I would for happy hour, and had a much better experience. I think I'll just come back for happy hour/early dinner, since this...",4,2020-02-18 18:56:24
Plumb Oyster Bar,tNPJlwEguUCeHzB90iA-4A,yEgq_Quui_ATGa1IeaUFow,Another stellar experience last night - during their 4-6 p.m. $1.00 oyster and drink special Tuesday. My husband had an enormous pour of  $4.00 Peroni on...,5,2020-01-22 07:12:02
Plumb Oyster Bar,tNPJlwEguUCeHzB90iA-4A,Y5nf_ceBRmVOuIa23ha19g,I write few reviews so for me to be writing this means the plumb oyster was incredibly disappointing. Especially at the prices they charge I couldn't have...,1,2019-12-22 17:41:49
Samson's Bar & Restaurant,CSbvQ4cPq6gCp5CaZk66EQ,UxO1oVDGxw3GzIhypELLeA,Slow down or you will drive right past this gem. The menu is surprisingly varied and everything we had was great especially the fried green bean appetizer....,5,2019-10-10 11:49:06
Samson's Bar & Restaurant,CSbvQ4cPq6gCp5CaZk66EQ,hyq5wbhAtG_lOF1F_LSxXA,You are never let down when you eat here. Takeout or eating In is worth the price. The variety is great and all the plates are tasty and fresh. I love the...,5,2019-03-02 09:05:25
Samson's Bar & Restaurant,CSbvQ4cPq6gCp5CaZk66EQ,q22H47W1dam0GHdSOAMgmg,"It kind of felt like I had arrived at an old roadhouse as I entered Samson's.  Staff initially looked at me as if to say, ""You're not one of our regulars,...",3,2016-05-02 22:17:56
The City Beer Hall,Pvm0E8SyKn-SdqD5XEjN4A,2K_82EvExtUGivYkMxGpuw,"I'm a big fan of Chef Dimitrios and a fan of what CBH is doing overall. I'm going to give The City Beer Hall five stars, with the caveat that CBH does have...",5,2020-01-08 04:44:41
The City Beer Hall,Pvm0E8SyKn-SdqD5XEjN4A,i1t8u2vB_GJOxNIuipcGFg,"I would like to give this place 1.5 stars if I could for the food. But, five stars for the ambiance, selection of beers and friendly service. The hotel...",2,2020-01-20 09:02:17
The City Beer Hall,Pvm0E8SyKn-SdqD5XEjN4A,D581McOW-oRHxtD8r8NB1w,GreatSpot!!  Me and big bro Stopped in on a road trip and was not disappointed..  Jake the bartender was knowledgeable about  all the types of. beers......,5,2019-12-15 13:56:42
Patrick's Pub,JtilOFraTua9PBN4UCH0Gg,zoum09b0MNfxq1Zsuc1e5A,"Delicious wings, burgers, fish and chips. Nice selection of local and not so local craft beers plus more in bottles and cans. Cool little Irish pub. Lots of...",4,2019-08-05 16:05:52
Patrick's Pub,JtilOFraTua9PBN4UCH0Gg,b_Frc3Y95UrNE0RmRaUGQA,The staff is wonderful. The Irish pub nachos are great. The Reuben is great. Great pub.,5,2020-02-17 17:20:23
Patrick's Pub,JtilOFraTua9PBN4UCH0Gg,KGiA4tJifEeT5mBxqfg0Ow,I like the atmosphere and clean environment they have. Good place during football season and the staff were nice despite being overwhelmed. It's a good...,5,2016-09-11 11:09:09
The Bradley,TMOfhYxg_EXL6gkSLKVbuw,P6KkVbvj3XQ7OmG_RIvY7A,"Exactly what it's supposed to be... the perfect dive bar! Make sure to check out the back patio, such a hidden gem!",5,2020-02-13 07:21:20
The Bradley,TMOfhYxg_EXL6gkSLKVbuw,5wAjxI__Nzbyxq36wdJiBg,"Funky and authentic.  The folks behind the Lucas Confectionery and Peck's Arcade run this spot.  The Bradley is a cool, old school bar that retains its...",4,2017-07-29 08:24:24
The Bradley,TMOfhYxg_EXL6gkSLKVbuw,aeA_rTut_SXLJsMbao7J6Q,"This bar just got a new owner, with great ideas, vision and energy. They opened today for the first time during the traditional Victorian Stroll at Troy....",5,2016-12-04 15:27:35
Elixir 16,h9JhER3VZu7sTjbBlzMqmw,DFjZ6JkKVt-iisDLFYImEg,"When you see a sign for craft beer and dumplings, you must go in!
A great random find with friends on a Friday in Troy! It was a relaxed atmosphere, and a...",4,2019-10-20 12:10:52
Elixir 16,h9JhER3VZu7sTjbBlzMqmw,2jFU0t8IoMBdS-gN-cSc9Q,This was a great find! I won a gift card through a charity event and threw it in the junk drawer. I recently found the gift card and thought let's give it a...,5,2019-03-09 17:00:20
Elixir 16,h9JhER3VZu7sTjbBlzMqmw,5TLnHcQ8oBtKkDih5Jzngw,"You had me at beer.  But I stayed for the dumplings.

When I lived in Albany, 30 years ago, Troy was a punchline.  Sure, The Ruck was there even then but...",5,2019-07-10 12:25:24
Kiernan's Craft Tavern,kblabc9eQs7Lj7lzYhBwlw,WQe93xO7uAGiibjId7YhZw,"Yelled this spot bcuz the Century House was sola out! Lucky me! Food was awesome.
Seafood Pasta amazing.  Short Rigs with pasta on point.
Wines selection...",5,2020-03-02 15:38:12
Kiernan's Craft Tavern,kblabc9eQs7Lj7lzYhBwlw,v0sYq9hhBesXPYMfTU-SNw,"I went here with a group of friends. Atmosphere was good- waitress was nice at first- then just seemed to be annoyed with our table. 
The food was ok. I had...",3,2020-02-20 16:30:40
Kiernan's Craft Tavern,kblabc9eQs7Lj7lzYhBwlw,01UfcVz-i5P_wrLBQH3-2w,"This place was totally fine, but our experience was a hair tempered by the large birthday party hanging out all around us. Their tables were empty and...",3,2020-02-16 06:31:25
The Hill at Muza,dLKlz2Kv5L3pGZ_LzTB7ww,wRWTA5E8x9e9XTl16tycNA,"My friends and I came to The Hill a few years ago for happy hour to kick off our annual summer vacation. I have almost no recollection of what I ordered,...",5,2018-12-06 17:54:47
